location,latitude,longitude,forecast_issue_time,target_time,forecast_time_hours,start_step_hours,end_step_hours,control_forecast,ensemble_mean,ensemble_median,ensemble_min,ensemble_max,ensemble_spread,observed_rainfall_mm,control_error,ensemble_mean_error,absolute_control_error,absolute_ensemble_mean_error,event_significant,bust,bust_type,month,season,control_vs_ensemble,relative_spread,ensemble_range_ratio,forecast_intensity
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 03:00:00,192,192,195,0.0,0.002,0.0,0.0,0.01,0.01,0.0,0.0,0.002,0.0,0.002,False,0,normal,3,summer,-0.002,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 21:00:00,210,210,213,0.0,0.004,0.0,0.0,0.02,0.02,0.0009536743164062,-0.0009536743164062,0.0030463256835938,0.0009536743164062,0.0030463256835938,False,0,normal,3,summer,-0.004,0.1923076923076923,0.1923076923076923,0.004
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 03:00:00,216,216,219,0.0,0.02,0.0,0.0,0.1,0.1,0.0009536743164062,-0.0009536743164062,0.0190463256835938,0.0009536743164062,0.0190463256835938,False,0,normal,3,summer,-0.02,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 09:00:00,222,222,225,0.0,0.002,0.0,0.0,0.01,0.01,0.0,0.0,0.002,0.0,0.002,False,0,normal,3,summer,-0.002,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 21:00:00,234,234,237,0.0,0.006,0.0,0.0,0.03,0.03,0.0,0.0,0.006,0.0,0.006,False,0,normal,3,summer,-0.006,0.28301886792452824,0.28301886792452824,0.006
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,-0.0104904174804687,-0.0104904174804687,0.0104904174804687,0.0104904174804687,False,0,normal,3,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 21:00:00,18,18,21,0.01,0.03,0.0,0.0,0.14,0.14,0.0600814819335937,-0.0500814819335937,-0.0300814819335937,0.0500814819335937,0.0300814819335937,False,0,normal,3,summer,-0.019999999999999997,1.076923076923077,1.076923076923077,0.03
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 03:00:00,24,24,27,0.25,0.8240000000000001,0.25,0.0,3.54,3.54,1.2946128845214844,-1.0446128845214844,-0.4706128845214843,1.0446128845214844,0.4706128845214843,True,0,normal,4,summer,-0.5740000000000001,3.831168831168831,3.831168831168831,0.8240000000000001
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 09:00:00,30,30,33,0.11,0.062,0.0,0.0,0.2,0.2,1.033782958984375,-0.923782958984375,-0.971782958984375,0.923782958984375,0.971782958984375,True,0,normal,4,summer,0.048,1.2345679012345678,1.2345679012345678,0.062
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0324249267578125,-0.0324249267578125,-0.0324249267578125,0.0324249267578125,0.0324249267578125,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 21:00:00,42,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0805854797363281,-0.0805854797363281,-0.0805854797363281,0.0805854797363281,0.0805854797363281,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 03:00:00,48,48,51,0.03,0.006,0.0,0.0,0.03,0.03,0.0061988830566406,0.0238011169433593,-0.0001988830566405,0.0238011169433593,0.0001988830566405,False,0,normal,4,summer,0.024,0.28301886792452824,0.28301886792452824,0.006
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,-0.0052452087402343,-0.0052452087402343,0.0052452087402343,0.0052452087402343,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 15:00:00,60,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 21:00:00,66,66,69,0.0,0.01,0.0,0.0,0.05,0.05,0.0810623168945312,-0.0810623168945312,-0.0710623168945312,0.0810623168945312,0.0710623168945312,False,0,normal,4,summer,-0.01,0.4545454545454546,0.4545454545454546,0.01
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 03:00:00,72,72,75,0.01,0.002,0.0,0.0,0.01,0.01,0.0538825988769531,-0.043882598876953,-0.051882598876953,0.043882598876953,0.051882598876953,False,0,normal,4,summer,0.008,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0524520874023437,-0.0524520874023437,-0.0524520874023437,0.0524520874023437,0.0524520874023437,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,-0.0133514404296875,-0.0133514404296875,0.0133514404296875,0.0133514404296875,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 03:00:00,96,96,99,0.03,0.01,0.0,0.0,0.03,0.03,0.1616477966308593,-0.1316477966308593,-0.1516477966308592,0.1316477966308593,0.1516477966308592,False,0,normal,4,summer,0.019999999999999997,0.2727272727272727,0.2727272727272727,0.01
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 09:00:00,102,102,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0371932983398437,-0.0371932983398437,-0.0371932983398437,0.0371932983398437,0.0371932983398437,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 21:00:00,114,114,117,0.01,0.008,0.0,0.0,0.03,0.03,0.0,0.01,0.008,0.01,0.008,False,0,normal,4,summer,0.002,0.27777777777777773,0.27777777777777773,0.008
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 03:00:00,120,120,123,0.0,0.032,0.0,0.0,0.09,0.09,0.0429153442382812,-0.0429153442382812,-0.0109153442382812,0.0429153442382812,0.0109153442382812,False,0,normal,4,summer,-0.032,0.6818181818181818,0.6818181818181818,0.032
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0352859497070312,-0.0352859497070312,-0.0352859497070312,0.0352859497070312,0.0352859497070312,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,-0.0052452087402343,-0.0052452087402343,0.0052452087402343,0.0052452087402343,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 03:00:00,144,144,147,0.03,0.006,0.0,0.0,0.03,0.03,0.0514984130859375,-0.0214984130859375,-0.0454984130859375,0.0214984130859375,0.0454984130859375,False,0,normal,4,summer,0.024,0.28301886792452824,0.28301886792452824,0.006
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.003814697265625,-0.003814697265625,-0.003814697265625,0.003814697265625,0.003814697265625,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 21:00:00,162,162,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,-0.0061988830566406,-0.0061988830566406,0.0061988830566406,0.0061988830566406,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-07 03:00:00,168,168,171,0.05,0.03,0.0,0.0,0.1,0.1,0.1115798950195312,-0.0615798950195311,-0.0815798950195312,0.0615798950195311,0.0815798950195312,False,0,normal,4,summer,0.020000000000000004,0.7692307692307693,0.7692307692307693,0.03
Chennai,13.0827,80.2707,2000-03-31,2000-04-07 09:00:00,174,174,177,0.0,0.06,0.0,0.0,0.3,0.3,0.03814697265625,-0.03814697265625,0.0218530273437499,0.03814697265625,0.0218530273437499,False,0,normal,4,summer,-0.06,1.875,1.875,0.06
Chennai,13.0827,80.2707,2000-03-31,2000-04-07 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-07 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0019073486328125,-0.0019073486328125,-0.0019073486328125,0.0019073486328125,0.0019073486328125,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-08 03:00:00,192,192,195,0.1,0.02,0.0,0.0,0.1,0.1,0.1153945922851562,-0.0153945922851561,-0.0953945922851561,0.0153945922851561,0.0953945922851561,False,0,normal,4,summer,0.08,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-03-31,2000-04-08 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0019073486328125,-0.0019073486328125,-0.0019073486328125,0.0019073486328125,0.0019073486328125,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-08 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-08 21:00:00,210,210,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-09 03:00:00,216,216,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,-0.0133514404296875,-0.0133514404296875,0.0133514404296875,0.0133514404296875,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-09 09:00:00,222,222,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-09 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-03-31,2000-04-09 21:00:00,234,234,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-18 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0939369201660156,-0.0939369201660156,-0.0939369201660156,0.0939369201660156,0.0939369201660156,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-18 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5373954772949219,-0.5373954772949219,-0.5373954772949219,0.5373954772949219,0.5373954772949219,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-18 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-18 21:00:00,18,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-19 03:00:00,24,24,27,0.02,0.004,0.0,0.0,0.02,0.02,0.0004768371582031,0.0195231628417969,0.0035231628417969,0.0195231628417969,0.0035231628417969,False,0,normal,4,summer,0.016,0.1923076923076923,0.1923076923076923,0.004
Chennai,13.0827,80.2707,2000-04-18,2000-04-19 09:00:00,30,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-19 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-19 21:00:00,42,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-20 03:00:00,48,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,-0.0119209289550781,-0.0119209289550781,0.0119209289550781,0.0119209289550781,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-20 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0009536743164062,-0.0009536743164062,-0.0009536743164062,0.0009536743164062,0.0009536743164062,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-20 15:00:00,60,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-20 21:00:00,66,66,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-21 03:00:00,72,72,75,0.0,0.002,0.0,0.0,0.01,0.01,0.0109672546386718,-0.0109672546386718,-0.0089672546386718,0.0109672546386718,0.0089672546386718,False,0,normal,4,summer,-0.002,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-04-18,2000-04-21 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-21 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-21 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0014305114746093,-0.0014305114746093,-0.0014305114746093,0.0014305114746093,0.0014305114746093,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-22 03:00:00,96,96,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-22 09:00:00,102,102,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-22 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-22 21:00:00,114,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0028610229492187,-0.0028610229492187,-0.0028610229492187,0.0028610229492187,0.0028610229492187,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-23 03:00:00,120,120,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-23 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-23 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-23 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-24 03:00:00,144,144,147,0.0,0.014,0.0,0.0,0.07,0.07,0.0095367431640625,-0.0095367431640625,0.0044632568359375,0.0095367431640625,0.0044632568359375,False,0,normal,4,summer,-0.014,0.6140350877192983,0.6140350877192983,0.014
Chennai,13.0827,80.2707,2000-04-18,2000-04-24 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-24 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-24 21:00:00,162,162,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-25 03:00:00,168,168,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-25 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,1.3017654418945312,-1.3017654418945312,-1.3017654418945312,1.3017654418945312,1.3017654418945312,True,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-25 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-25 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-26 03:00:00,192,192,195,0.0,0.02,0.0,0.0,0.1,0.1,0.0,0.0,0.02,0.0,0.02,False,0,normal,4,summer,-0.02,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-04-18,2000-04-26 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0047683715820312,-0.0047683715820312,-0.0047683715820312,0.0047683715820312,0.0047683715820312,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-26 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-26 21:00:00,210,210,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-27 03:00:00,216,216,219,0.0,0.16,0.0,0.0,0.8,0.8,0.0,0.0,0.16,0.0,0.16,False,0,normal,4,summer,-0.16,3.076923076923077,3.076923076923077,0.16
Chennai,13.0827,80.2707,2000-04-18,2000-04-27 09:00:00,222,222,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0152587890625,-0.0152587890625,-0.0152587890625,0.0152587890625,0.0152587890625,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-27 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-04-18,2000-04-27 21:00:00,234,234,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,4,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-06 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0152587890625,-0.0152587890625,-0.0152587890625,0.0152587890625,0.0152587890625,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-06 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0019073486328125,-0.0019073486328125,-0.0019073486328125,0.0019073486328125,0.0019073486328125,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-06 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-06 21:00:00,18,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0524520874023437,-0.0524520874023437,-0.0524520874023437,0.0524520874023437,0.0524520874023437,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-07 03:00:00,24,24,27,1.9,1.238,1.2000000000000002,0.0,2.3000000000000003,2.3000000000000003,0.0,1.9,1.238,1.9,1.238,True,1,false_alarm,5,summer,0.6619999999999999,1.7189835575485801,1.7189835575485801,1.238
Chennai,13.0827,80.2707,2000-05-06,2000-05-07 09:00:00,30,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0033378601074218,-0.0033378601074218,-0.0033378601074218,0.0033378601074218,0.0033378601074218,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-07 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-07 21:00:00,42,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,-0.0085830688476562,-0.0085830688476562,0.0085830688476562,0.0085830688476562,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-08 03:00:00,48,48,51,0.0,0.24,0.0,0.0,0.9,0.9,0.1664161682128906,-0.1664161682128906,0.0735838317871094,0.1664161682128906,0.0735838317871094,False,0,normal,5,summer,-0.24,2.647058823529412,2.647058823529412,0.24
Chennai,13.0827,80.2707,2000-05-06,2000-05-08 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.1020431518554687,-0.1020431518554687,-0.1020431518554687,0.1020431518554687,0.1020431518554687,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-08 15:00:00,60,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-08 21:00:00,66,66,69,0.0,0.0,0.0,0.0,0.0,0.0,0.1273155212402343,-0.1273155212402343,-0.1273155212402343,0.1273155212402343,0.1273155212402343,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-09 03:00:00,72,72,75,0.0,0.0,0.0,0.0,0.0,0.0,0.3528594970703125,-0.3528594970703125,-0.3528594970703125,0.3528594970703125,0.3528594970703125,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-09 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0667572021484375,-0.0667572021484375,-0.0667572021484375,0.0667572021484375,0.0667572021484375,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-09 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-09 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,5,summer,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-05-06,2000-05-10 03:00:00,96,96,99,0.0,0.12,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.12,0.0,0.12,False,0,normal,5,summer,-0.12,2.7272727272727275,2.7272727272727275,0.12
